system,dataset,train,category,gold,original_gold,characters,hit,hidden,raw_hidden,original_hidden,covered_characters
model:rules-ru,corrupt-redmadrobot,False,network,361,361,10058,187,159,156,159,3964
model:spacy-alrosait,corrupt-redmadrobot,False,identity,2076,2140,22706,16,14,14,15,129
model:spacy-alrosait,corrupt-redmadrobot,False,addresses,1242,1252,14252,315,263,263,264,3043
model:spacy-alrosait,corrupt-redmadrobot,False,financial,203,203,4184,0,0,0,0,0
model:spacy-alrosait,corrupt-redmadrobot,False,contacts,389,394,7797,2,2,2,2,32
model:spacy-alrosait,corrupt-redmadrobot,False,names,1260,1264,10495,285,276,276,276,2180
model:spacy-alrosait,corrupt-redmadrobot,False,network,361,361,10058,1,1,1,1,29
composition:pplx,corrupt-redmadrobot,False,identity,2076,2140,22706,2010,1774,1722,1820,19691
composition:pplx,corrupt-redmadrobot,False,addresses,1242,1252,14252,800,751,720,729,8890
composition:pplx,corrupt-redmadrobot,False,financial,203,203,4184,202,166,161,164,3749
composition:pplx,corrupt-redmadrobot,False,contacts,389,394,7797,384,321,317,325,7354
composition:pplx,corrupt-redmadrobot,False,names,1260,1264,10495,1145,1125,1069,1095,9527
composition:pplx,corrupt-redmadrobot,False,network,361,361,10058,242,213,205,210,5545
composition:fastino,corrupt-redmadrobot,False,identity,2076,2140,22706,1234,1177,1174,1217,12502
composition:fastino,corrupt-redmadrobot,False,addresses,1242,1252,14252,974,853,850,856,10101
composition:fastino,corrupt-redmadrobot,False,financial,203,203,4184,184,182,179,179,3705
composition:fastino,corrupt-redmadrobot,False,contacts,389,394,7797,357,284,281,284,6370
composition:fastino,corrupt-redmadrobot,False,names,1260,1264,10495,894,831,830,836,6925
composition:fastino,corrupt-redmadrobot,False,network,361,361,10058,196,113,111,111,3117
composition:pplx+fastino,corrupt-redmadrobot,False,identity,2076,2140,22706,2031,1852,1819,1908,20580
composition:pplx+fastino,corrupt-redmadrobot,False,addresses,1242,1252,14252,1147,1080,1076,1086,12552
composition:pplx+fastino,corrupt-redmadrobot,False,financial,203,203,4184,203,195,195,195,4086
composition:pplx+fastino,corrupt-redmadrobot,False,contacts,389,394,7797,389,355,353,360,7584
composition:pplx+fastino,corrupt-redmadrobot,False,names,1260,1264,10495,1214,1188,1162,1188,10000
composition:pplx+fastino,corrupt-redmadrobot,False,network,361,361,10058,309,241,234,239,6769
composition:pplx+fastino+mmbert,corrupt-redmadrobot,False,identity,2076,2140,22706,2046,1868,1828,1917,20849
composition:pplx+fastino+mmbert,corrupt-redmadrobot,False,addresses,1242,1252,14252,1186,1115,1090,1102,13090
composition:pplx+fastino+mmbert,corrupt-redmadrobot,False,financial,203,203,4184,203,195,195,195,4095
composition:pplx+fastino+mmbert,corrupt-redmadrobot,False,contacts,389,394,7797,389,356,353,361,7634
composition:pplx+fastino+mmbert,corrupt-redmadrobot,False,names,1260,1264,10495,1237,1211,1177,1202,10251
composition:pplx+fastino+mmbert,corrupt-redmadrobot,False,network,361,361,10058,354,253,244,248,7685
composition:pplx+fastino+bardsai,corrupt-redmadrobot,False,identity,2076,2140,22706,2032,1877,1844,1932,20827
composition:pplx+fastino+bardsai,corrupt-redmadrobot,False,addresses,1242,1252,14252,1184,1125,1118,1128,13061
composition:pplx+fastino+bardsai,corrupt-redmadrobot,False,financial,203,203,4184,203,198,198,198,4121
composition:pplx+fastino+bardsai,corrupt-redmadrobot,False,contacts,389,394,7797,389,358,356,363,7659
composition:pplx+fastino+bardsai,corrupt-redmadrobot,False,names,1260,1264,10495,1229,1202,1178,1202,10110
composition:pplx+fastino+bardsai,corrupt-redmadrobot,False,network,361,361,10058,325,241,235,240,6975
composition:pplx+fastino+bardsai+mmbert,corrupt-redmadrobot,False,identity,2076,2140,22706,2046,1890,1852,1940,20984
composition:pplx+fastino+bardsai+mmbert,corrupt-redmadrobot,False,addresses,1242,1252,14252,1207,1148,1130,1142,13414
composition:pplx+fastino+bardsai+mmbert,corrupt-redmadrobot,False,financial,203,203,4184,203,198,198,198,4127
composition:pplx+fastino+bardsai+mmbert,corrupt-redmadrobot,False,contacts,389,394,7797,389,359,356,364,7689
composition:pplx+fastino+bardsai+mmbert,corrupt-redmadrobot,False,names,1260,1264,10495,1243,1216,1186,1209,10286
composition:pplx+fastino+bardsai+mmbert,corrupt-redmadrobot,False,network,361,361,10058,354,257,249,253,7751
"composition:vote2(pplx,opf2,nvidia)",corrupt-redmadrobot,False,identity,2076,2140,22706,1607,1316,1184,1249,14411
"composition:vote2(pplx,opf2,nvidia)",corrupt-redmadrobot,False,addresses,1242,1252,14252,722,595,556,559,7493
"composition:vote2(pplx,opf2,nvidia)",corrupt-redmadrobot,False,financial,203,203,4184,177,139,132,134,3314
"composition:vote2(pplx,opf2,nvidia)",corrupt-redmadrobot,False,contacts,389,394,7797,369,304,302,307,6946
"composition:vote2(pplx,opf2,nvidia)",corrupt-redmadrobot,False,names,1260,1264,10495,1069,1006,945,969,8591
"composition:vote2(pplx,opf2,nvidia)",corrupt-redmadrobot,False,network,361,361,10058,219,161,148,151,4279
model:opf-ru,corrupt-secrets-issues,False,secrets,288,288,37529,281,204,171,173,34501
model:apararti,corrupt-secrets-issues,False,secrets,288,288,37529,280,210,189,189,35006
model:nym-base+homoglyph,corrupt-secrets-issues,False,secrets,288,288,37529,277,182,93,94,34629
model:nym-base,corrupt-secrets-issues,False,secrets,288,288,37529,277,182,93,94,34616
model:pplx,corrupt-secrets-issues,False,secrets,288,288,37529,276,218,212,213,35374
model:pplx+homoglyph,corrupt-secrets-issues,False,secrets,288,288,37529,276,218,212,213,35374
model:opf-kz-ru,corrupt-secrets-issues,False,secrets,288,288,37529,275,211,191,192,34412
model:traciora,corrupt-secrets-issues,False,secrets,288,288,37529,272,200,147,149,34712
model:bardsai-eu,corrupt-secrets-issues,False,secrets,288,288,37529,272,204,157,163,34893
model:opf-ru-v2,corrupt-secrets-issues,False,secrets,288,288,37529,268,202,177,176,33946
model:opf-ru-v2+homoglyph,corrupt-secrets-issues,False,secrets,288,288,37529,267,202,179,178,33953
model:openmed-nemotron,corrupt-secrets-issues,False,secrets,288,288,37529,260,179,56,63,34465
model:openai-base,corrupt-secrets-issues,False,secrets,288,288,37529,258,196,176,177,33401
model:openmed-multilingual,corrupt-secrets-issues,False,secrets,288,288,37529,258,155,34,36,33252
model:kalyan-ettin,corrupt-secrets-issues,False,secrets,288,288,37529,250,154,29,29,32751
model:gliner-pii-edge,corrupt-secrets-issues,False,secrets,288,288,37529,249,152,130,129,32054
model:mmbert32k,corrupt-secrets-issues,False,secrets,288,288,37529,240,101,0,0,30309
model:ru-legal-ner,corrupt-secrets-issues,False,secrets,288,288,37529,223,120,3,3,14409
model:ru-legal-ner+homoglyph,corrupt-secrets-issues,False,secrets,288,288,37529,222,119,3,3,14381
model:nuner-zero,corrupt-secrets-issues,False,secrets,288,288,37529,203,118,108,107,21504
model:gliner2-fastino,corrupt-secrets-issues,False,secrets,288,288,37529,186,103,99,98,24402
model:rules-ru,corrupt-secrets-issues,False,secrets,288,288,37529,172,118,118,116,15583
model:gliner-stream-pii,corrupt-secrets-issues,False,secrets,288,288,37529,161,80,77,75,20799
model:gliner-urchade,corrupt-secrets-issues,False,secrets,288,288,37529,159,99,99,98,10553
model:fef2-secret-ru,corrupt-secrets-issues,False,secrets,288,288,37529,147,96,83,84,22134
model:gliner-nvidia,corrupt-secrets-issues,False,secrets,288,288,37529,137,86,85,83,25286
model:gliner-nvidia+homoglyph,corrupt-secrets-issues,False,secrets,288,288,37529,137,86,85,83,25286
model:stanza-ru,corrupt-secrets-issues,False,secrets,288,288,37529,136,60,46,49,24146
model:gliner25-fastino,corrupt-secrets-issues,False,secrets,288,288,37529,122,67,67,66,8130
model:ner-ru-yqelz,corrupt-secrets-issues,False,secrets,288,288,37529,97,57,1,1,7115
model:gliner2-hivetrace-omni,corrupt-secrets-issues,False,secrets,288,288,37529,87,47,47,45,8256
model:gliner2-large,corrupt-secrets-issues,False,secrets,288,288,37529,86,33,33,33,2907
model:gravitee-small,corrupt-secrets-issues,False,secrets,288,288,37529,78,32,22,22,3794
model:ru-pii-ner,corrupt-secrets-issues,False,secrets,288,288,37529,76,56,40,39,10949
model:gliner-multi-v21,corrupt-secrets-issues,False,secrets,288,288,37529,76,24,24,24,2406
model:gliner2-hivetrace-uni,corrupt-secrets-issues,False,secrets,288,288,37529,43,15,14,14,1208
model:gliner-pii-base,corrupt-secrets-issues,False,secrets,288,288,37529,39,22,22,22,3781
model:gliner2-vladlinv+homoglyph,corrupt-secrets-issues,False,secrets,288,288,37529,28,12,10,10,979
model:gliner2-vladlinv,corrupt-secrets-issues,False,secrets,288,288,37529,28,12,10,10,979
model:spacy-ru-lg,corrupt-secrets-issues,False,secrets,288,288,37529,16,8,7,7,17358
model:natasha,corrupt-secrets-issues,False,secrets,288,288,37529,7,0,0,0,4805
model:davlan-mbert,corrupt-secrets-issues,False,secrets,288,288,37529,3,0,0,0,33
model:davlan-xlmr,corrupt-secrets-issues,False,secrets,288,288,37529,0,0,0,0,0
model:ner-ru-gherman+homoglyph,corrupt-secrets-issues,False,secrets,288,288,37529,0,0,0,0,0
model:ner-ru-gherman,corrupt-secrets-issues,False,secrets,288,288,37529,0,0,0,0,0
model:spacy-alrosait,corrupt-secrets-issues,False,secrets,288,288,37529,0,0,0,0,0
composition:pplx,corrupt-secrets-issues,False,secrets,288,288,37529,276,218,212,213,35374
composition:fastino,corrupt-secrets-issues,False,secrets,288,288,37529,186,103,99,98,24402
composition:pplx+fastino,corrupt-secrets-issues,False,secrets,288,288,37529,280,222,216,217,35615
composition:pplx+fastino+mmbert,corrupt-secrets-issues,False,secrets,288,288,37529,284,223,217,218,35920
composition:pplx+fastino+bardsai,corrupt-secrets-issues,False,secrets,288,288,37529,287,230,224,225,36151
composition:pplx+fastino+bardsai+mmbert,corrupt-secrets-issues,False,secrets,288,288,37529,288,230,225,226,36165
"composition:vote2(pplx,opf2,nvidia)",corrupt-secrets-issues,False,secrets,288,288,37529,271,197,181,182,34298
model:nym-base+sent300,creddata,False,secrets,776,777,64198,767,677,585,587,56693
model:nym-base+ov100,creddata,False,secrets,776,777,64198,766,678,585,587,55491
model:nym-base,creddata,False,secrets,776,777,64198,766,678,585,587,55344
model:opf-kz-ru,creddata,False,secrets,776,777,64198,760,740,711,712,62980
model:traciora,creddata,False,secrets,776,777,64198,757,709,586,586,62183
model:apararti,creddata,False,secrets,776,777,64198,757,731,701,702,62900
model:opf-ru,creddata,False,secrets,776,777,64198,753,719,644,645,62252
model:opf-ru-v2,creddata,False,secrets,776,777,64198,742,705,635,636,62238
model:opf-ru-v2+sent300,creddata,False,secrets,776,777,64198,742,703,636,637,61541
model:opf-ru-v2+ov100,creddata,False,secrets,776,777,64198,741,706,642,643,62549
model:pplx,creddata,False,secrets,776,777,64198,731,672,623,624,52704
model:pplx+ov100,creddata,False,secrets,776,777,64198,731,672,624,625,49519
model:pplx+sent300,creddata,False,secrets,776,777,64198,728,666,618,619,55841
model:gliner-pii-edge,creddata,False,secrets,776,777,64198,715,621,613,615,38510
model:kalyan-ettin,creddata,False,secrets,776,777,64198,714,604,422,423,49178
model:openmed-multilingual,creddata,False,secrets,776,777,64198,708,588,288,288,54521
model:openai-base,creddata,False,secrets,776,777,64198,707,686,651,652,60547
model:ru-legal-ner,creddata,False,secrets,776,777,64198,698,529,148,148,49183
model:ru-legal-ner+ov100,creddata,False,secrets,776,777,64198,698,529,148,148,49590
model:ru-legal-ner+sent300,creddata,False,secrets,776,777,64198,697,525,145,145,47709
model:mmbert32k,creddata,False,secrets,776,777,64198,694,471,102,102,34782
model:mmbert32k+nochunk,creddata,False,secrets,776,777,64198,691,469,102,102,32296
model:gliner25-fastino+sent300,creddata,False,secrets,776,777,64198,676,639,635,637,27912
model:gliner25-fastino+ov100,creddata,False,secrets,776,777,64198,672,637,632,634,24885
model:gliner25-fastino+nochunk,creddata,False,secrets,776,777,64198,671,637,633,635,25157
model:gliner25-fastino,creddata,False,secrets,776,777,64198,670,637,633,635,24806
model:openmed-nemotron,creddata,False,secrets,776,777,64198,665,530,202,202,55536
model:gliner2-fastino,creddata,False,secrets,776,777,64198,665,605,599,599,34239
model:gliner-stream-pii,creddata,False,secrets,776,777,64198,663,604,601,603,28007
model:gliner-nvidia+sent300,creddata,False,secrets,776,777,64198,643,610,610,610,37136
model:gliner-nvidia+ov100,creddata,False,secrets,776,777,64198,638,610,610,610,35842
model:gliner-nvidia,creddata,False,secrets,776,777,64198,636,608,608,608,32733
model:bardsai-eu,creddata,False,secrets,776,777,64198,588,501,422,423,58496
model:nuner-zero,creddata,False,secrets,776,777,64198,575,503,500,500,23528
model:fef2-secret-ru,creddata,False,secrets,776,777,64198,509,492,443,443,23914
model:gliner-urchade,creddata,False,secrets,776,777,64198,484,450,450,450,15544
model:gliner2-vladlinv,creddata,False,secrets,776,777,64198,461,437,437,437,14946
model:ner-ru-yqelz,creddata,False,secrets,776,777,64198,425,334,97,97,17335
model:gliner2-hivetrace-omni,creddata,False,secrets,776,777,64198,403,385,385,385,14713
model:gravitee-small,creddata,False,secrets,776,777,64198,384,302,229,229,16352
model:gliner2-large,creddata,False,secrets,776,777,64198,371,342,342,342,9358
model:rules-ru,creddata,False,secrets,776,777,64198,308,295,290,290,40370
model:ru-pii-ner,creddata,False,secrets,776,777,64198,302,268,181,181,12373
model:gliner-multi-v21,creddata,False,secrets,776,777,64198,190,158,158,158,2792
model:gliner2-hivetrace-uni,creddata,False,secrets,776,777,64198,185,177,177,177,5374
model:stanza-ru,creddata,False,secrets,776,777,64198,158,96,54,54,23858
model:gliner-pii-base,creddata,False,secrets,776,777,64198,147,135,135,135,2902
model:spacy-ru-lg,creddata,False,secrets,776,777,64198,84,80,79,79,7116
model:natasha,creddata,False,secrets,776,777,64198,4,0,0,0,193
model:davlan-mbert,creddata,False,secrets,776,777,64198,1,0,0,0,9
model:davlan-xlmr,creddata,False,secrets,776,777,64198,0,0,0,0,0
model:ner-ru-gherman,creddata,False,secrets,776,777,64198,0,0,0,0,0
model:spacy-alrosait,creddata,False,secrets,776,777,64198,0,0,0,0,0
composition:pplx,creddata,False,secrets,776,777,64198,731,672,623,624,52704
composition:fastino,creddata,False,secrets,776,777,64198,665,605,599,599,34239
composition:pplx+fastino,creddata,False,secrets,776,777,64198,763,724,713,714,55903
composition:pplx+fastino+mmbert,creddata,False,secrets,776,777,64198,775,732,722,723,57560
composition:pplx+fastino+bardsai,creddata,False,secrets,776,777,64198,770,738,734,735,61658
composition:pplx+fastino+bardsai+mmbert,creddata,False,secrets,776,777,64198,775,743,739,740,61806
"composition:vote2(pplx,opf2,nvidia)",creddata,False,secrets,776,777,64198,748,692,674,675,53613
model:gliner2-fastino,dialogpii-en,False,identity,260,260,3057,183,150,149,149,2030
model:gliner2-fastino,dialogpii-en,False,contacts,200,200,4088,171,61,61,61,3037
model:gliner2-fastino,dialogpii-en,False,network,7,7,352,5,0,0,0,106
model:gliner2-fastino,dialogpii-en,False,addresses,483,483,4371,451,439,439,439,4141
model:gliner2-fastino,dialogpii-en,False,organizations,579,579,7319,503,461,461,461,6620
model:gliner2-fastino,dialogpii-en,False,names,1558,1560,10951,1461,1418,1418,1419,10151
model:gliner-nvidia+sent300,dialogpii-en,False,identity,260,260,3057,147,119,119,119,1680
model:gliner-nvidia+sent300,dialogpii-en,False,contacts,200,200,4088,144,117,117,117,3078
model:gliner-nvidia+sent300,dialogpii-en,False,network,7,7,352,7,5,5,5,227
model:gliner-nvidia+sent300,dialogpii-en,False,addresses,483,483,4371,459,444,444,444,4151
model:gliner-nvidia+sent300,dialogpii-en,False,organizations,579,579,7319,440,393,393,393,6025
model:gliner-nvidia+sent300,dialogpii-en,False,names,1558,1560,10951,1480,1315,1237,1239,9462
model:gliner2-large,dialogpii-en,False,identity,260,260,3057,127,110,110,110,1387
model:gliner2-large,dialogpii-en,False,contacts,200,200,4088,158,53,53,53,2715
model:gliner2-large,dialogpii-en,False,network,7,7,352,5,0,0,0,80
model:gliner2-large,dialogpii-en,False,addresses,483,483,4371,427,418,418,418,3967
model:gliner2-large,dialogpii-en,False,organizations,579,579,7319,494,434,434,434,6252
model:gliner2-large,dialogpii-en,False,names,1558,1560,10951,1439,1393,1393,1394,9985
model:nuner-zero,dialogpii-en,False,identity,260,260,3057,189,162,126,126,2075
model:nuner-zero,dialogpii-en,False,contacts,200,200,4088,160,131,39,39,3520
model:nuner-zero,dialogpii-en,False,network,7,7,352,7,4,2,2,265
model:nuner-zero,dialogpii-en,False,addresses,483,483,4371,328,318,204,204,2924
model:nuner-zero,dialogpii-en,False,organizations,579,579,7319,469,425,181,181,6160
model:nuner-zero,dialogpii-en,False,names,1558,1560,10951,1482,1437,1116,1118,10293
model:gliner2-hivetrace-omni,dialogpii-en,False,identity,260,260,3057,197,162,162,162,2014
model:gliner2-hivetrace-omni,dialogpii-en,False,contacts,200,200,4088,152,53,53,53,2310
model:gliner2-hivetrace-omni,dialogpii-en,False,network,7,7,352,5,0,0,0,106
model:gliner2-hivetrace-omni,dialogpii-en,False,addresses,483,483,4371,440,426,425,425,3960
model:gliner2-hivetrace-omni,dialogpii-en,False,organizations,579,579,7319,444,405,405,405,5999
model:gliner2-hivetrace-omni,dialogpii-en,False,names,1558,1560,10951,1331,1277,1277,1278,9324
model:stanza-ru,dialogpii-en,False,identity,260,260,3057,144,82,81,81,1291
model:stanza-ru,dialogpii-en,False,contacts,200,200,4088,44,30,30,30,612
model:stanza-ru,dialogpii-en,False,network,7,7,352,0,0,0,0,0
model:stanza-ru,dialogpii-en,False,addresses,483,483,4371,429,420,419,419,3921
model:stanza-ru,dialogpii-en,False,organizations,579,579,7319,477,459,459,459,6306
model:stanza-ru,dialogpii-en,False,names,1558,1560,10951,1468,1442,1442,1443,10299
model:bardsai-eu,dialogpii-en,False,identity,260,260,3057,166,121,106,106,1739
model:bardsai-eu,dialogpii-en,False,contacts,200,200,4088,147,32,30,30,2047
model:bardsai-eu,dialogpii-en,False,network,7,7,352,5,0,0,0,98
model:bardsai-eu,dialogpii-en,False,addresses,483,483,4371,418,405,398,398,3883
model:bardsai-eu,dialogpii-en,False,organizations,579,579,7319,412,371,360,360,5876
model:bardsai-eu,dialogpii-en,False,names,1558,1560,10951,1412,1283,1261,1262,9724
model:gliner-nvidia+ov100,dialogpii-en,False,identity,260,260,3057,117,100,100,100,1307
model:gliner-nvidia+ov100,dialogpii-en,False,contacts,200,200,4088,145,118,118,118,3118
model:gliner-nvidia+ov100,dialogpii-en,False,network,7,7,352,7,5,5,5,279
model:gliner-nvidia+ov100,dialogpii-en,False,addresses,483,483,4371,450,436,434,434,4042
model:gliner-nvidia+ov100,dialogpii-en,False,organizations,579,579,7319,412,366,366,366,5720
model:gliner-nvidia+ov100,dialogpii-en,False,names,1558,1560,10951,1425,1238,1195,1197,8950
model:gliner-nvidia,dialogpii-en,False,identity,260,260,3057,121,101,101,101,1325
model:gliner-nvidia,dialogpii-en,False,contacts,200,200,4088,142,116,116,116,3092
model:gliner-nvidia,dialogpii-en,False,network,7,7,352,6,5,5,5,204
model:gliner-nvidia,dialogpii-en,False,addresses,483,483,4371,447,436,436,436,4038
